gender,age,parental_education_level,family_income,daily_study_hours,attendance_rate,sleep_hours,stress_level,motivation_score,private_tutoring,internet_quality,math_score,reading_score,writing_score,pass_fail
Male,18,4,50000.0,4.0,0.829,7.0,4.0,19,False,3,33,47,28,Fail
Male,18,2,15000.0,3.7,0.87,,4.0,63,False,3,59,67,67,Pass
Female,18,2,45000.0,2.6,0.933,7.8,6.0,37,True,3,59,65,60,Pass
Male,16,2,25000.0,3.0,0.781,9.9,5.0,35,False,3,37,43,62,Fail
Female,22,3,45000.0,3.2,0.935,6.6,7.0,55,False,3,43,60,39,Fail
Male,17,5,45000.0,3.8,0.856,7.6,4.0,60,False,3,55,70,58,Pass
Male,15,1,15000.0,4.2,0.87,7.6,7.0,40,True,3,52,75,62,Pass
Female,20,5,35000.0,3.8,0.838,7.4,3.0,61,False,3,58,63,64,Pass
Male,18,5,95000.0,3.8,0.909,7.6,3.0,75,False,3,86,86,78,Pass
Male,18,1,20000.0,4.1,0.861,6.8,6.0,51,False,4,55,70,50,Fail
Female,19,5,65000.0,4.5,0.965,8.6,4.0,46,False,3,86,68,80,Pass
Male,20,2,15000.0,3.4,0.822,5.7,6.0,31,False,2,31,24,34,Fail
Male,20,5,40000.0,4.4,0.949,7.9,6.0,52,True,2,90,86,73,Pass
Female,16,5,65000.0,4.1,0.967,,5.0,64,True,3,95,100,97,Pass
Female,19,1,20000.0,5.1,0.875,8.0,7.0,38,False,3,62,53,59,Fail
Male,18,2,20000.0,3.0,0.891,7.9,5.0,27,True,3,54,56,91,Pass
Female,16,2,45000.0,4.7,0.914,8.7,6.0,65,False,3,67,77,72,Pass
Female,18,5,70000.0,5.5,1.0,8.2,6.0,51,True,3,100,100,95,Pass
Female,17,3,45000.0,3.0,0.864,5.6,5.0,70,False,3,49,34,35,Fail
Female,19,4,40000.0,3.5,0.944,,5.0,72,False,2,61,54,72,Pass
Male,20,3,40000.0,3.9,0.857,7.5,4.0,54,True,3,81,49,74,Pass
Male,16,5,35000.0,3.7,0.836,6.7,8.0,51,False,3,36,53,44,Fail
Female,22,2,35000.0,3.0,0.913,8.0,5.0,44,False,2,47,59,43,Fail
Male,19,2,25000.0,2.9,0.842,8.4,5.0,56,True,2,72,65,68,Pass
Male,18,5,130000.0,3.4,0.878,7.9,3.0,52,False,4,61,53,67,Pass
Male,20,3,35000.0,2.9,0.771,7.5,4.0,36,True,3,58,65,72,Pass
Female,18,6,110000.0,3.8,0.964,9.2,4.0,44,True,3,85,68,87,Pass
Female,18,3,20000.0,3.3,0.936,6.5,10.0,14,False,3,31,26,16,Fail
Female,17,4,105000.0,5.8,0.955,5.5,6.0,56,True,3,53,66,89,Pass
Male,18,5,70000.0,4.9,0.959,7.3,6.0,39,True,3,77,95,68,Pass
Male,18,3,15000.0,3.8,0.965,7.4,4.0,62,False,2,60,75,73,Pass
Male,19,2,15000.0,2.8,0.91,7.2,4.0,49,False,2,38,51,36,Fail
Male,22,1,35000.0,2.4,0.892,8.5,5.0,55,True,2,67,53,89,Pass
Female,18,7,145000.0,4.1,1.0,6.8,5.0,54,False,3,64,60,64,Pass
Female,19,3,20000.0,5.3,0.885,5.7,6.0,42,False,2,51,38,34,Fail
Female,20,2,20000.0,4.5,0.914,7.7,5.0,50,False,3,84,65,64,Pass
Female,18,6,40000.0,4.5,0.836,8.6,4.0,59,True,3,100,95,72,Pass
Female,20,3,35000.0,3.2,0.838,8.7,7.0,55,False,2,31,46,48,Fail
Female,22,5,65000.0,4.1,0.948,5.9,5.0,34,False,3,69,41,53,Fail
Male,15,5,35000.0,3.9,0.843,8.6,5.0,38,True,3,63,80,60,Pass
Female,18,3,30000.0,3.0,0.813,8.0,4.0,50,False,3,37,63,51,Fail
Female,18,3,100000.0,3.9,0.928,7.5,6.0,55,False,3,62,52,67,Pass
Female,17,5,65000.0,3.6,0.844,8.5,6.0,34,False,3,53,45,43,Fail
Female,19,4,45000.0,3.3,0.881,7.5,4.0,55,False,3,55,71,55,Pass
Female,20,4,50000.0,4.1,0.848,7.4,4.0,37,False,2,48,65,57,Fail
Female,17,7,65000.0,4.3,0.935,7.2,5.0,48,False,2,50,69,47,Fail
Female,16,3,25000.0,3.6,0.894,9.0,4.0,56,True,3,96,85,85,Pass
Female,17,5,45000.0,4.5,0.942,7.7,4.0,47,False,3,77,89,60,Pass
Male,19,5,100000.0,3.7,0.926,6.6,5.0,38,False,4,55,54,61,Fail
Male,19,2,25000.0,3.4,0.905,8.5,5.0,50,False,2,43,52,55,Fail
Female,18,4,45000.0,3.9,0.94,7.2,6.0,59,False,3,49,77,46,Fail
Male,17,6,25000.0,4.1,0.899,8.3,4.0,48,False,2,56,65,72,Pass
Female,17,5,80000.0,5.3,0.943,7.4,8.0,28,True,3,66,74,61,Pass
Male,18,2,35000.0,5.1,0.934,8.4,5.0,10,False,3,36,45,54,Fail
Female,18,2,15000.0,5.2,0.947,7.9,7.0,54,True,3,91,82,85,Pass
Male,18,5,40000.0,4.0,0.891,8.4,5.0,57,False,3,85,66,65,Pass
Male,22,4,65000.0,3.7,0.9,7.8,7.0,21,False,2,42,25,32,Fail
Male,18,6,135000.0,4.6,0.899,7.2,4.0,45,False,4,58,62,83,Pass
Female,17,4,30000.0,3.3,0.884,8.4,6.0,34,True,3,55,67,66,Pass
Male,21,5,80000.0,3.4,0.874,8.3,4.0,61,False,3,87,67,73,Pass
Female,19,6,35000.0,3.8,0.827,7.5,8.0,71,False,2,53,58,53,Fail
Female,21,5,70000.0,3.7,0.954,6.2,6.0,30,False,4,55,43,37,Fail
Male,19,5,55000.0,4.1,0.86,6.7,7.0,27,False,4,44,40,16,Fail
Male,18,3,20000.0,3.1,0.979,,4.0,36,False,3,60,43,34,Fail
Male,19,5,60000.0,5.0,1.0,7.4,5.0,37,False,3,69,66,72,Pass
Female,17,3,35000.0,3.0,0.849,9.9,5.0,38,False,3,46,62,64,Fail
Female,19,5,60000.0,4.1,0.913,7.5,6.0,45,True,3,73,61,66,Pass
Male,16,5,100000.0,3.6,0.952,7.4,6.0,45,False,3,57,65,39,Fail
Female,18,1,15000.0,2.5,0.813,8.1,4.0,22,False,2,50,24,18,Fail
Female,18,4,30000.0,5.3,0.94,8.5,5.0,56,False,3,76,89,74,Pass
Male,20,4,65000.0,3.2,0.837,9.0,1.0,72,False,3,82,92,85,Pass
Female,17,3,25000.0,5.1,0.849,7.7,4.0,37,False,4,75,62,68,Pass
Female,15,6,55000.0,5.7,0.947,,8.0,70,True,3,100,91,94,Pass
Male,15,7,105000.0,4.0,0.932,9.6,1.0,85,True,3,100,100,100,Pass
Male,19,5,30000.0,6.3,0.855,7.0,5.0,41,False,3,98,67,71,Pass
Male,21,3,40000.0,3.0,0.938,6.4,4.0,56,True,3,96,65,76,Pass
Female,18,5,75000.0,3.7,0.88,7.9,2.0,56,False,4,86,74,66,Pass
Female,18,3,15000.0,3.8,0.786,10.5,5.0,24,True,2,62,54,49,Fail
Female,17,3,50000.0,4.2,0.919,7.4,7.0,54,False,4,56,67,45,Fail
Male,19,5,90000.0,4.4,0.969,7.9,6.0,40,True,3,82,67,63,Pass
Male,21,6,40000.0,4.0,0.934,7.4,4.0,47,False,2,62,62,72,Pass
Female,20,6,45000.0,3.9,0.973,5.5,6.0,40,False,3,45,52,46,Fail
Male,17,5,80000.0,3.9,0.964,8.5,5.0,51,True,3,81,87,69,Pass
Female,20,5,75000.0,4.4,0.945,9.2,4.0,41,False,2,64,62,63,Pass
Female,18,2,25000.0,5.3,0.986,7.5,7.0,30,False,2,51,52,44,Fail
Male,20,6,80000.0,4.0,0.863,8.2,6.0,64,False,4,81,68,54,Pass
Male,18,5,25000.0,4.9,0.987,8.6,4.0,59,True,3,91,100,100,Pass
Female,19,4,160000.0,3.9,0.947,7.0,5.0,57,False,4,72,64,64,Pass
Female,17,3,35000.0,3.6,0.781,7.7,5.0,63,False,3,67,56,55,Fail
Female,19,5,60000.0,3.5,0.829,6.2,3.0,50,False,2,46,58,65,Fail
Male,18,5,20000.0,5.5,0.979,6.9,4.0,48,False,3,79,70,72,Pass
Female,19,5,65000.0,5.0,0.919,6.3,6.0,58,False,4,67,78,63,Pass
Male,15,1,40000.0,3.0,0.886,7.1,5.0,25,False,3,40,26,57,Fail
Male,20,2,15000.0,2.7,0.819,7.7,5.0,40,False,2,39,45,20,Fail
Female,18,5,65000.0,3.5,0.81,8.2,4.0,29,True,3,83,68,67,Pass
Male,20,3,70000.0,4.1,0.933,7.5,2.0,42,False,4,74,64,58,Pass
Female,19,2,25000.0,2.9,0.851,7.4,4.0,40,True,2,73,67,54,Pass
Female,17,6,65000.0,4.9,1.0,7.0,7.0,53,False,3,76,71,56,Pass
Male,16,4,40000.0,4.1,0.903,6.4,7.0,53,True,4,78,65,70,Pass
Female,17,1,30000.0,3.7,0.927,6.4,7.0,40,False,4,54,41,29,Fail
Male,17,5,50000.0,4.6,0.824,9.6,6.0,25,False,2,40,71,45,Fail
Male,18,6,45000.0,4.0,0.989,6.4,5.0,40,False,2,69,55,62,Pass
Female,19,2,20000.0,5.8,0.914,5.7,7.0,47,False,2,59,30,41,Fail
Male,20,6,45000.0,4.6,0.83,7.0,5.0,41,True,4,74,75,62,Pass
Female,18,2,15000.0,2.8,0.95,7.2,7.0,11,True,3,47,37,41,Fail
Female,18,5,75000.0,3.8,0.869,8.6,4.0,60,False,3,75,79,69,Pass
Female,19,2,15000.0,2.6,0.917,9.9,3.0,46,False,3,52,55,65,Fail
Male,20,4,75000.0,3.4,0.977,7.2,3.0,47,False,3,65,68,58,Pass
Male,16,1,60000.0,2.6,0.796,7.8,6.0,34,False,4,27,32,43,Fail
Female,18,2,15000.0,3.0,0.903,6.3,,35,False,4,56,57,57,Fail
Male,18,2,30000.0,2.7,0.91,7.7,3.0,44,False,4,58,62,76,Pass
Male,20,4,45000.0,3.5,0.763,8.3,4.0,54,False,3,50,59,62,Fail
Female,17,2,,3.0,0.925,9.4,6.0,56,True,2,67,72,55,Pass
Male,18,5,50000.0,3.8,0.854,8.7,4.0,57,False,3,83,70,71,Pass
Female,20,7,50000.0,5.5,0.876,7.4,8.0,96,False,3,97,86,82,Pass
Male,18,5,75000.0,3.6,0.869,8.5,3.0,65,False,3,68,77,70,Pass
Female,19,5,,3.6,0.873,7.3,6.0,45,True,3,65,66,69,Pass
Female,15,3,45000.0,2.9,0.842,8.7,3.0,42,False,3,81,60,63,Pass
Male,17,6,70000.0,3.9,0.902,9.4,3.0,41,False,3,73,70,61,Pass
Male,18,5,25000.0,4.6,0.97,7.9,7.0,53,True,3,90,91,83,Pass
Female,17,6,70000.0,5.7,0.903,6.3,7.0,69,False,4,75,89,70,Pass
Female,17,4,40000.0,4.0,0.891,8.4,2.0,47,True,3,97,100,100,Pass
Male,19,5,130000.0,4.9,0.958,5.6,6.0,65,True,4,94,93,100,Pass
Male,19,2,15000.0,4.6,0.926,7.2,5.0,61,True,3,80,91,90,Pass
Male,19,4,80000.0,3.6,0.856,7.6,4.0,65,True,2,77,76,86,Pass
Male,18,3,50000.0,2.9,0.921,8.1,4.0,26,False,2,45,55,45,Fail
Female,18,5,110000.0,4.4,0.825,6.6,5.0,52,True,3,71,77,68,Pass
Male,17,5,55000.0,3.5,0.876,8.2,5.0,47,False,3,71,74,52,Pass
Male,19,2,55000.0,2.8,0.922,9.1,6.0,31,False,2,37,23,49,Fail
Female,17,1,25000.0,3.7,0.844,7.4,6.0,44,False,3,47,58,40,Fail
Male,19,2,15000.0,3.4,0.828,8.9,4.0,37,True,3,90,63,53,Pass
Male,17,2,20000.0,3.4,0.895,8.2,6.0,43,False,3,52,37,55,Fail
Female,19,2,55000.0,2.7,0.947,6.9,4.0,50,False,2,58,69,53,Pass
Female,19,4,240000.0,3.7,0.974,8.6,4.0,49,False,4,42,73,75,Pass
Female,22,5,110000.0,5.0,0.915,6.8,8.0,47,True,4,85,87,75,Pass
Male,18,2,30000.0,2.7,0.919,8.4,5.0,36,False,2,39,40,48,Fail
Female,19,6,40000.0,3.8,0.905,9.0,4.0,61,False,3,51,72,66,Pass
Male,16,4,45000.0,3.6,0.918,10.8,3.0,55,True,3,88,92,92,Pass
Male,19,6,90000.0,5.0,0.967,5.7,8.0,46,True,3,52,62,62,Fail
Male,20,5,30000.0,3.9,0.946,7.3,7.0,63,False,3,58,51,48,Fail
Male,15,4,70000.0,3.2,0.744,7.7,3.0,41,True,3,75,64,75,Pass
Male,18,2,20000.0,3.0,0.823,8.7,4.0,42,True,3,63,70,70,Pass
Female,18,2,25000.0,3.3,0.914,7.2,6.0,56,False,2,52,50,48,Fail
Male,20,6,70000.0,3.7,0.904,5.8,6.0,49,False,3,38,50,56,Fail
Male,22,2,30000.0,3.6,0.928,7.6,5.0,52,True,3,50,68,72,Pass
Male,16,5,70000.0,3.4,0.874,8.5,4.0,25,False,3,62,61,51,Fail
Male,21,3,20000.0,3.5,0.791,6.5,7.0,46,False,2,34,38,24,Fail
Female,19,7,105000.0,4.6,0.848,7.0,6.0,52,False,4,66,56,64,Pass
Female,18,3,15000.0,2.9,0.838,7.5,4.0,66,False,4,66,51,52,Fail
Male,21,5,35000.0,3.6,0.896,7.1,5.0,62,True,3,86,65,84,Pass
Female,20,2,40000.0,2.8,0.857,6.8,5.0,57,False,2,37,56,57,Fail
Female,18,1,25000.0,3.5,0.991,7.0,7.0,10,False,2,30,27,40,Fail
Female,21,2,25000.0,4.4,0.879,7.1,4.0,50,True,2,88,85,88,Pass
Female,19,6,150000.0,4.3,0.87,8.6,4.0,16,True,4,79,72,76,Pass
Male,19,5,210000.0,3.6,0.828,7.3,5.0,50,True,4,69,69,80,Pass
Male,17,5,45000.0,3.8,0.897,8.4,8.0,30,True,2,39,55,40,Fail
Female,19,2,25000.0,4.3,0.987,,6.0,41,True,3,84,78,66,Pass
Female,18,3,25000.0,3.1,0.859,8.2,5.0,20,True,2,66,63,39,Fail
Female,16,2,30000.0,3.3,1.0,8.2,5.0,32,False,3,66,52,42,Fail
Male,18,5,30000.0,3.6,0.87,7.7,5.0,50,False,2,61,60,51,Fail
Male,19,3,25000.0,4.9,0.905,7.4,7.0,40,True,3,85,61,75,Pass
Female,19,2,60000.0,2.6,0.825,7.7,4.0,67,False,4,58,57,53,Fail
Female,18,1,15000.0,3.2,1.0,8.0,6.0,34,False,4,43,44,42,Fail
Female,19,6,95000.0,3.7,0.801,7.0,6.0,69,True,2,70,66,60,Pass
Female,16,4,35000.0,3.5,0.902,9.1,7.0,43,True,2,70,69,64,Pass
Female,19,2,15000.0,3.6,0.92,7.6,3.0,49,True,3,90,79,82,Pass
Female,19,2,25000.0,3.4,0.888,6.0,4.0,10,False,4,42,43,42,Fail
Female,18,3,40000.0,3.9,0.905,7.4,4.0,43,False,3,51,61,60,Fail
Female,19,5,150000.0,4.6,0.854,6.6,4.0,58,False,4,60,73,58,Pass
Male,16,4,35000.0,4.1,0.736,9.8,4.0,49,False,3,64,72,75,Pass
Male,22,4,30000.0,3.7,0.871,8.3,3.0,47,False,3,58,73,61,Pass
Female,19,1,15000.0,2.6,0.814,5.5,5.0,24,False,2,29,30,10,Fail
Male,21,2,40000.0,3.0,0.886,7.2,,30,False,3,41,41,39,Fail
Male,18,6,105000.0,3.7,0.919,8.7,6.0,58,True,2,71,82,62,Pass
Female,18,3,,3.3,0.914,6.8,4.0,70,False,3,71,65,73,Pass
Male,20,4,60000.0,3.3,0.914,7.1,3.0,55,False,3,68,74,77,Pass
Female,19,5,75000.0,3.7,0.868,7.8,,26,False,3,62,51,49,Fail
Male,18,2,20000.0,3.5,0.949,7.2,6.0,61,False,1,80,60,48,Pass
Female,16,2,70000.0,3.8,0.962,7.8,9.0,10,False,3,43,43,22,Fail
Male,19,3,20000.0,3.5,0.872,7.8,6.0,42,False,2,49,38,46,Fail
Male,17,4,60000.0,3.2,0.761,6.0,5.0,63,True,4,68,74,67,Pass
Female,18,3,50000.0,3.5,0.918,7.9,5.0,40,True,3,81,71,71,Pass
Male,19,5,80000.0,3.7,0.839,9.5,1.0,72,False,4,100,86,97,Pass
Female,17,3,100000.0,3.0,0.809,7.1,6.0,54,False,4,50,61,40,Fail
Female,16,5,30000.0,3.6,0.967,7.9,4.0,60,True,2,87,100,71,Pass
Female,19,4,55000.0,3.2,0.877,8.5,4.0,46,True,3,65,90,72,Pass
Female,16,4,60000.0,3.4,0.938,7.2,5.0,54,False,3,42,74,57,Fail
Male,21,2,20000.0,3.9,0.804,5.8,5.0,53,True,3,76,78,67,Pass
Female,20,1,40000.0,3.1,0.897,5.7,7.0,48,False,2,28,37,56,Fail
Male,21,1,20000.0,2.8,0.852,7.2,4.0,12,False,3,43,29,42,Fail
Female,19,5,60000.0,3.5,0.864,7.3,5.0,53,True,3,62,78,79,Pass
Male,16,5,55000.0,3.6,0.826,9.0,6.0,46,False,3,41,63,73,Fail
Female,16,3,60000.0,4.2,0.947,7.4,5.0,41,True,2,69,63,76,Pass
Female,19,3,25000.0,3.1,0.911,8.7,3.0,51,False,3,58,55,81,Pass
Male,18,4,45000.0,3.6,0.915,8.6,4.0,43,False,4,67,60,57,Pass
Male,19,1,20000.0,2.7,0.908,8.6,4.0,51,False,2,76,45,65,Pass
Female,18,2,35000.0,3.6,0.886,8.2,3.0,45,False,3,75,54,57,Pass
Male,18,2,15000.0,2.7,0.869,7.5,,51,False,1,41,35,42,Fail
Female,19,5,55000.0,4.2,0.872,7.5,5.0,54,False,3,59,72,57,Pass
Female,17,2,25000.0,3.7,0.836,7.7,,52,False,3,68,63,60,Pass
Female,17,6,20000.0,3.7,0.847,7.3,7.0,51,True,4,88,74,62,Pass
Male,17,2,15000.0,2.9,0.858,7.7,5.0,45,False,3,35,48,49,Fail
Female,18,4,25000.0,4.1,0.935,8.4,3.0,56,True,3,88,94,100,Pass
Female,16,2,15000.0,2.7,0.921,7.6,4.0,47,False,2,42,62,66,Fail
Female,18,5,80000.0,5.5,0.933,7.9,3.0,52,True,3,100,100,100,Pass
Female,17,5,,3.6,0.874,7.3,5.0,37,False,4,58,65,56,Fail
Female,18,4,45000.0,3.2,0.866,6.3,6.0,36,False,4,43,43,37,Fail
Female,16,2,35000.0,3.3,0.903,8.9,3.0,50,False,3,77,62,76,Pass
Female,19,6,45000.0,5.3,0.877,8.4,8.0,74,False,3,70,90,91,Pass
Female,16,7,110000.0,4.4,0.861,6.9,3.0,81,True,5,100,100,94,Pass
Male,18,2,45000.0,4.5,0.984,8.5,4.0,66,False,3,81,90,68,Pass
Male,19,5,40000.0,3.6,0.849,8.5,5.0,58,False,2,63,37,59,Fail
Male,18,5,45000.0,4.5,0.851,8.5,7.0,31,False,3,54,70,49,Fail
Male,17,2,25000.0,2.7,0.834,8.1,3.0,42,True,2,77,67,62,Pass
Male,18,1,20000.0,2.5,0.768,8.4,4.0,45,False,2,61,42,38,Fail
Male,16,2,15000.0,3.1,1.0,6.6,6.0,47,False,3,51,35,51,Fail
Male,21,3,20000.0,3.0,0.855,4.7,5.0,39,False,3,24,39,22,Fail
Male,21,2,20000.0,2.7,0.883,8.0,5.0,46,True,2,65,60,64,Pass
Male,18,4,30000.0,3.6,0.847,8.5,,60,False,2,65,63,51,Fail
Female,19,4,90000.0,4.0,0.865,8.2,4.0,44,True,3,84,74,77,Pass
Female,20,6,125000.0,3.9,0.846,7.2,5.0,69,True,3,79,90,83,Pass
Female,21,2,55000.0,3.1,0.836,6.4,6.0,36,False,3,39,40,37,Fail
Male,20,2,,3.6,0.988,8.1,4.0,50,False,2,80,49,65,Pass
Male,17,2,15000.0,2.7,0.826,9.0,4.0,35,False,3,53,50,47,Fail
Male,17,4,55000.0,4.7,0.927,7.3,7.0,66,False,2,59,56,55,Fail
Female,17,4,40000.0,3.4,0.853,8.5,2.0,59,True,3,79,82,79,Pass
Female,18,4,25000.0,6.6,1.0,5.8,7.0,54,True,4,81,85,83,Pass
Female,18,5,60000.0,3.4,1.0,7.8,5.0,70,False,3,75,66,76,Pass
Female,18,4,40000.0,3.2,0.815,8.6,6.0,40,False,2,50,49,48,Fail
Male,16,5,125000.0,7.0,0.953,5.2,7.0,39,True,5,65,63,67,Pass
Male,20,5,50000.0,3.6,0.862,7.8,6.0,41,False,4,52,53,47,Fail
Female,16,2,45000.0,3.6,0.922,8.6,3.0,44,False,3,73,51,70,Pass
Female,21,3,30000.0,3.1,0.974,5.8,4.0,61,False,3,55,57,66,Fail
Male,20,5,35000.0,3.5,0.784,7.8,6.0,44,True,3,53,47,58,Fail
Female,17,2,20000.0,3.1,0.882,8.0,6.0,54,False,2,72,45,53,Fail
Male,20,2,35000.0,2.6,0.87,7.9,3.0,44,False,3,61,49,31,Fail
Female,17,5,45000.0,3.9,0.929,7.2,5.0,44,False,3,62,67,63,Pass
Female,18,5,30000.0,3.6,0.846,7.6,7.0,69,False,2,65,73,61,Pass
Male,18,2,40000.0,2.8,0.824,7.4,5.0,62,True,3,73,73,71,Pass
Male,17,3,20000.0,5.6,0.902,9.6,5.0,56,False,3,99,84,81,Pass
Female,19,2,40000.0,2.6,0.863,8.2,4.0,42,False,4,49,34,32,Fail
Female,16,2,50000.0,3.1,0.833,8.6,3.0,45,True,3,89,86,71,Pass
Female,18,6,55000.0,3.7,0.928,8.8,1.0,58,False,2,86,81,71,Pass
Female,19,5,70000.0,4.4,0.908,8.3,6.0,43,False,3,55,75,53,Pass
Male,18,2,20000.0,2.8,0.949,7.5,5.0,33,False,3,38,46,52,Fail
Male,16,3,25000.0,2.9,0.74,8.6,5.0,43,False,2,43,33,52,Fail
Male,16,5,50000.0,4.7,0.957,8.1,,85,False,2,94,94,80,Pass
Female,17,5,55000.0,4.1,0.831,5.8,,49,False,2,47,60,45,Fail
Female,22,3,20000.0,3.5,0.841,8.9,3.0,43,False,3,74,52,62,Pass
Male,19,3,30000.0,3.2,0.868,5.3,4.0,48,False,2,62,45,49,Fail
Male,17,5,55000.0,3.8,0.971,7.6,3.0,55,True,4,100,100,98,Pass
Male,18,5,,3.7,0.997,8.1,6.0,65,False,2,69,70,66,Pass
Female,18,5,40000.0,4.6,0.851,6.4,6.0,72,False,3,69,74,72,Pass
Female,17,3,60000.0,3.0,0.819,7.8,5.0,48,True,3,59,65,54,Fail
Female,17,2,25000.0,2.9,0.811,7.8,4.0,35,False,3,45,43,41,Fail
Male,17,5,30000.0,4.9,0.939,6.8,5.0,59,False,3,84,79,68,Pass
Female,18,2,35000.0,3.1,0.881,7.3,5.0,39,True,3,67,69,49,Pass
Female,20,2,30000.0,3.2,0.883,9.2,2.0,58,True,2,85,92,89,Pass
Male,18,5,115000.0,4.6,0.954,8.1,6.0,48,True,2,67,80,78,Pass
Female,17,7,85000.0,6.5,0.863,5.6,9.0,54,True,3,52,65,67,Pass
Female,19,2,85000.0,2.7,0.851,9.0,4.0,42,False,4,62,49,80,Pass
Male,17,5,35000.0,3.5,0.808,8.6,6.0,51,False,3,51,64,65,Pass
Female,20,5,100000.0,4.2,0.932,7.5,4.0,54,False,3,78,60,65,Pass
Male,21,5,35000.0,4.1,0.879,6.8,6.0,45,False,2,65,63,36,Fail
Female,16,5,35000.0,3.8,0.816,8.5,5.0,50,False,4,66,76,60,Pass
Female,17,2,60000.0,2.9,0.851,9.2,5.0,69,False,3,75,76,69,Pass
Female,19,6,55000.0,3.8,0.961,7.5,5.0,57,False,2,57,60,49,Fail
Female,20,3,30000.0,3.2,0.85,8.8,5.0,42,False,3,52,35,56,Fail
Female,17,4,70000.0,3.2,0.957,7.5,6.0,37,False,4,60,52,68,Pass
Female,16,3,60000.0,3.1,0.861,8.0,4.0,57,False,3,64,70,68,Pass
Female,17,3,30000.0,3.0,0.972,7.6,6.0,35,False,3,52,32,57,Fail
Female,19,6,50000.0,3.8,0.972,7.4,5.0,53,False,3,67,70,61,Pass
Female,19,3,40000.0,4.5,0.97,9.0,6.0,49,False,4,76,74,75,Pass
Male,19,4,65000.0,5.0,0.974,7.3,6.0,57,False,4,82,83,77,Pass
Female,19,3,50000.0,3.1,0.824,8.1,4.0,59,True,3,74,70,72,Pass
Female,18,1,35000.0,3.0,0.912,7.6,4.0,37,True,3,53,72,74,Pass
Male,16,2,25000.0,4.0,0.957,8.6,4.0,47,False,3,81,67,57,Pass
Male,17,1,30000.0,2.5,0.891,8.6,4.0,59,True,2,76,87,82,Pass
Male,19,4,30000.0,3.8,0.943,7.5,4.0,60,False,4,81,68,65,Pass
Male,19,1,15000.0,2.3,0.904,8.9,4.0,36,True,3,54,55,51,Fail
Male,18,5,75000.0,3.8,0.888,6.5,6.0,47,True,3,59,81,62,Pass
Female,18,6,175000.0,4.7,1.0,7.6,7.0,44,True,4,78,76,92,Pass
Female,20,3,70000.0,3.0,0.925,7.0,4.0,63,False,3,65,62,55,Pass
Male,15,3,35000.0,4.3,0.981,9.3,4.0,54,True,3,86,90,90,Pass
Female,17,6,150000.0,4.0,0.911,6.8,6.0,40,False,5,65,56,55,Fail
Female,19,2,65000.0,3.8,0.927,6.4,4.0,33,False,3,54,51,51,Fail
Male,21,2,55000.0,2.6,0.978,6.6,7.0,49,False,3,46,29,47,Fail
Female,18,5,50000.0,3.5,0.999,7.7,5.0,33,True,2,80,74,61,Pass
Male,19,2,40000.0,3.5,0.852,6.9,7.0,33,True,3,61,49,63,Fail
Female,17,2,30000.0,2.8,0.9,8.7,6.0,33,False,2,38,36,34,Fail
Female,18,5,110000.0,3.8,0.891,9.8,5.0,69,False,3,88,66,64,Pass
Female,16,2,25000.0,3.2,0.874,7.8,4.0,78,False,5,89,71,67,Pass
Female,21,3,50000.0,3.8,0.823,5.6,4.0,39,True,2,52,55,61,Fail
Female,18,5,75000.0,4.5,0.94,8.1,5.0,55,False,3,80,78,71,Pass
Female,15,3,35000.0,3.2,0.866,9.8,1.0,75,False,4,91,100,87,Pass
Male,19,5,90000.0,3.6,0.936,7.1,6.0,43,False,3,52,52,43,Fail
Female,19,3,15000.0,2.9,0.798,6.6,7.0,32,False,3,19,26,35,Fail
Male,19,4,65000.0,3.4,0.881,6.5,3.0,49,False,3,62,62,60,Pass
Female,16,2,35000.0,2.8,0.837,7.3,5.0,37,True,2,55,43,43,Fail
Male,18,3,20000.0,3.9,0.847,7.0,6.0,51,False,3,62,53,56,Fail
Female,19,3,40000.0,3.1,0.764,7.0,6.0,43,False,2,38,38,34,Fail
Female,18,2,35000.0,2.7,0.814,7.8,4.0,27,False,4,44,46,43,Fail
Female,19,2,,2.8,0.864,7.9,6.0,10,False,2,33,18,39,Fail
Male,18,2,35000.0,4.3,0.884,7.4,5.0,51,False,3,64,58,59,Pass
Male,16,5,75000.0,3.8,0.826,8.2,6.0,39,False,2,54,38,44,Fail
Female,19,3,50000.0,3.0,0.899,9.3,3.0,46,False,3,70,51,53,Fail
Male,20,5,65000.0,4.2,0.919,7.7,4.0,50,False,2,63,64,60,Pass
Female,17,2,30000.0,2.7,0.795,8.2,5.0,34,False,2,41,32,45,Fail
Female,17,2,65000.0,2.6,0.888,7.4,4.0,48,False,3,47,49,46,Fail
Male,19,5,60000.0,5.2,0.886,6.4,6.0,54,False,2,58,55,48,Fail
Female,19,6,145000.0,4.3,0.92,8.8,7.0,48,True,4,84,84,80,Pass
Female,18,5,60000.0,4.4,0.839,8.4,4.0,60,True,4,100,100,88,Pass
Male,17,6,45000.0,4.5,0.876,8.4,4.0,67,True,2,100,80,89,Pass
Male,15,2,35000.0,4.0,0.908,6.3,5.0,56,False,2,47,59,58,Fail
Male,17,4,30000.0,3.3,0.948,7.8,3.0,38,False,3,51,68,44,Fail
Female,18,4,40000.0,3.3,0.921,6.5,5.0,58,False,2,38,63,69,Fail
Female,18,2,30000.0,2.7,0.836,9.2,3.0,16,False,3,54,51,42,Fail
